Date,Count,temp,humidity,precip,precipcover,windgust,windspeed,winddir,cloudcover,visibility,uvindex,conditions,AQI
7/29/22,574,86.2,67.6,0,0,24.5,16.1,98.3,29.2,9.9,9,Partially cloudy,31
7/30/22,668,86.5,65.9,0,0,23.7,15.8,103.2,31,9.9,9,Partially cloudy,34
7/31/22,607,86.3,69,0.079,12.5,26.4,16.4,100.3,42.2,9.9,8,"Rain, Partially cloudy",34
8/1/22,473,86.5,72.5,0.066,4.17,28.2,13.4,114.9,39.7,9.9,10,"Rain, Partially cloudy",29
8/2/22,362,85.7,70.3,0,0,27.5,17.3,107.3,30.8,9.9,9,Partially cloudy,26
8/3/22,489,84.3,67.4,0,0,33.3,13.7,101.2,23.9,9.9,10,Partially cloudy,28
8/4/22,432,86.3,67.5,0,0,23.3,15.3,109.5,28.6,9.9,9,Partially cloudy,28
8/5/22,537,85.9,70.2,0.074,4.17,33.3,17.2,99.1,38.4,9.9,9,"Rain, Partially cloudy",31
8/6/22,521,86.1,67.9,0.101,20.83,35.7,18.7,90.9,36.7,9.7,9,"Rain, Partially cloudy",31
8/7/22,402,84,73.8,0.311,29.17,39.1,17.4,93.8,39.9,9.7,8,"Rain, Partially cloudy",27
8/8/22,312,85.5,70.6,0,0,24.2,15.2,96.9,37.9,9.9,8,Partially cloudy,25
8/9/22,345,86.3,72.3,0.024,4.17,25.9,17.8,105.2,53.3,9.7,9,"Rain, Partially cloudy",26
8/10/22,591,86.6,68.3,0,0,24.2,17.1,112.8,29.1,9.9,10,Partially cloudy,33
8/11/22,535,85.8,68,0,0,21.1,12.7,100.2,34.2,9.9,9,Partially cloudy,31
8/12/22,530,84.9,70.2,0.157,4.17,34.4,12.9,108.3,31.8,9.9,9,"Rain, Partially cloudy",31
8/13/22,364,81.7,77.3,0.251,16.67,14.8,8.5,164.2,37.3,9.8,6,"Rain, Partially cloudy",26
8/14/22,359,80.8,78.6,0.93,8.33,20.8,14,235.5,40.8,9.7,9,"Rain, Partially cloudy",25
8/15/22,305,82.3,77.6,0.01,8.33,19.7,11.4,166,27.3,9.9,9,"Rain, Partially cloudy",24
8/16/22,280,82.9,77.7,0.216,12.5,36.7,14.2,214.7,32.8,9.8,10,"Rain, Partially cloudy",18
8/17/22,371,86,71.2,0.025,4.17,23,13.3,256.8,27.4,9.9,9,"Rain, Partially cloudy",26
8/18/22,368,86.1,70.3,0.06,4.17,23,14.2,232.4,30.9,9.9,10,"Rain, Partially cloudy",25
8/19/22,468,86.5,71.1,0,0,16.6,13.2,118.1,17.6,9.9,9,Clear,31
8/20/22,593,87.5,71.5,0,0,28.9,13.3,91.6,34.7,9.9,9,Partially cloudy,31
8/21/22,619,87.4,68.6,0,0,21.9,13.5,91.5,36.2,9.9,10,Partially cloudy,35
8/22/22,347,86.7,70.4,0.069,8.33,18.3,14.5,104.2,37.9,9.9,10,"Rain, Partially cloudy",25
8/23/22,325,86.3,71.2,0.246,8.33,15.7,12.8,97.8,35,9.8,8,"Rain, Partially cloudy",25
8/24/22,413,86.6,70.8,0,0,18.3,14.7,101.8,28.2,9.9,9,Partially cloudy,30
8/25/22,327,87.2,69.1,0,0,27.7,15,130.8,27.3,9.9,9,Partially cloudy,25
8/26/22,410,87,70,0,0,15.4,12.7,111.5,25.1,9.9,10,Partially cloudy,28
8/27/22,443,85.6,71.1,0,0,15.2,12.5,128.3,30.9,9.9,8,Partially cloudy,28
8/28/22,320,85.1,71.3,0,0,20.8,14,136.4,34,9.9,8,Partially cloudy,26
8/29/22,210,84.1,74.3,0.013,12.5,32,14.5,140.9,45.7,9.9,8,"Rain, Partially cloudy",19
8/30/22,312,87,68.3,0,0,25.3,14.7,141.9,33,9.9,9,Partially cloudy,23
8/31/22,259,86,70.9,0,0,18.3,11.7,127.6,36.6,9.9,7,Partially cloudy,22
9/1/22,304,84.8,72.1,0,0,23,11.5,138.1,26.6,9.9,9,Partially cloudy,21
9/2/22,491,85.5,69.7,0,0,20.8,15.7,96.2,20.9,9.9,10,Partially cloudy,28
9/3/22,497,86.1,69.6,0,0,19.7,12.5,76.5,24.9,9.9,9,Partially cloudy,29
9/4/22,507,87,66.5,0,0,19.5,12.7,80.6,20.8,9.9,10,Partially cloudy,30
9/5/22,473,87,70.6,0,0,18.3,10.8,98.3,26,9.9,9,Partially cloudy,28
9/6/22,332,86.9,70.6,0,0,18.3,11.7,101.9,28.3,9.9,9,Partially cloudy,36
9/7/22,405,86.1,70.4,0,0,13.6,12.2,115.4,27.9,9.9,8,Partially cloudy,28
9/8/22,242,83.6,75.9,0.145,20.83,35.6,14,191.6,33.7,9.7,8,"Rain, Partially cloudy",24
9/9/22,209,81.6,82.1,0.592,37.5,23.7,10.7,200.2,42,9.4,6,"Rain, Partially cloudy",22
9/10/22,498,86.1,73.7,0.053,4.17,21.9,14.3,142.9,27,9.9,8,"Rain, Partially cloudy",28
9/11/22,428,85.6,74.1,0,0,21.9,13.7,124.5,23.2,9.9,9,Partially cloudy,28
9/12/22,243,84.7,72.4,0,0,17.4,11.4,100.4,18.5,9.9,7,Clear,24
9/13/22,254,84.3,73,0.115,12.5,16.1,8.7,99.1,32.4,9.7,8,"Rain, Partially cloudy",23
9/14/22,98,80,84.5,0.364,25,14.5,14.2,5,47,9.6,6,"Rain, Partially cloudy",10
9/15/22,137,80.1,87.1,1.174,25,32.2,8.5,32,41.2,9.3,6,"Rain, Partially cloudy",16
9/16/22,293,80.2,85.7,0.548,20.83,17.2,11.7,58.8,40.9,9.8,6,"Rain, Partially cloudy",21
9/17/22,293,82.4,79.9,0.144,25,19.7,15,78.2,52,9.9,8,"Rain, Partially cloudy",25
9/18/22,173,79.6,87.7,1.487,41.67,38.3,17.9,72.5,40,9.4,5,"Rain, Partially cloudy",19
9/19/22,230,82.5,80.8,0,0,18.1,9.9,108.8,22,9.9,6,Partially cloudy,23
9/20/22,274,84.6,76,0.014,16.67,19.7,12.5,67.7,32.3,9.9,10,"Rain, Partially cloudy",24
9/21/22,234,83.7,77.4,0.148,12.5,20.8,10.9,9.3,38.9,9.9,7,"Rain, Partially cloudy",25
9/22/22,273,82.3,79.9,0.329,12.5,23,11,331.6,46.1,9.9,7,"Rain, Partially cloudy",21
9/23/22,429,83.9,72.5,0,0,14.1,10.1,35,5.9,9.9,9,Clear,28
9/24/22,239,81.7,82.6,0.501,33.33,17.9,10.8,9.2,54.7,9.4,7,"Rain, Partially cloudy",21
9/25/22,334,83.5,79.8,0,0,35,13.3,96.1,23.4,9.8,9,Partially cloudy,23
9/26/22,146,80.8,85.4,0.76,33.33,27.7,13.2,103.2,44.6,9.1,4,"Rain, Partially cloudy",16
9/29/22,290,80.9,75.2,0,0,35.7,22.3,243.1,65.5,9.8,6,Partially cloudy,24
9/30/22,607,75.4,75.1,0,0,18.1,10.5,330.1,14.5,9.9,8,Clear,34
10/1/22,618,79.8,73.4,0,0,11.9,11.9,21.2,68.7,9.9,5,Partially cloudy,30
10/2/22,422,79.3,75.1,0.436,33.33,19.7,10.9,352.6,93.4,9.2,5,"Rain, Overcast",28
10/3/22,435,79.6,66.7,0,0,15.2,10.8,344.7,40.6,9.9,9,Partially cloudy,29
10/4/22,423,78.9,69.4,0,0,19.1,12.9,2.1,30.8,9.9,8,Partially cloudy,30
10/5/22,460,79.1,70.9,0,0,18.9,11.8,32.8,52.8,9.9,7,Partially cloudy,30
10/6/22,448,79.9,66.5,0,0,21.9,12.9,44.3,18.8,9.9,7,Clear,28
10/7/22,582,79.4,65.1,0,0,20.8,12.9,35.8,21.8,9.9,9,Partially cloudy,31
10/8/22,418,79.1,79.7,0.023,16.67,24.2,16.1,37.2,78.1,9.9,4,"Rain, Partially cloudy",26
10/9/22,207,80,89.3,0.163,29.17,21.9,15.1,60.5,76,9.7,4,"Rain, Partially cloudy",22
10/10/22,391,82.1,82.2,0,0,14.3,8.8,91.8,23.2,9.9,8,Partially cloudy,26
10/11/22,319,83.8,79.8,0,0,17.4,11.6,81.1,44.6,9.9,8,Partially cloudy,26
10/12/22,367,83.5,78,0.005,4.17,15.9,12.8,94.5,33.8,9.9,7,"Rain, Partially cloudy",27
10/13/22,114,79.1,89.1,1.117,41.67,33.5,10.3,212.8,49.1,8.9,4,"Rain, Partially cloudy",10
10/14/22,345,79.2,85,0.024,4.17,13.4,10.5,44.9,36.1,9.9,6,"Rain, Partially cloudy",26
10/15/22,466,80.3,80,0.156,12.5,27.6,14.8,59.8,41,9.8,7,"Rain, Partially cloudy",28
10/16/22,515,81.9,69.8,0,0,23.7,13.7,71.8,38.3,9.9,8,Partially cloudy,30
10/17/22,206,81.4,74,0.158,12.5,23,15.2,135.7,68.7,9.7,5,"Rain, Partially cloudy",18
10/18/22,194,79.1,84.6,0,0,18.3,11.7,262,32.9,9.9,6,Partially cloudy,17
10/19/22,81,67,83.5,0.507,45.83,23,13.6,310.8,77.6,8.7,2,"Rain, Partially cloudy",10
10/20/22,242,70.2,81.4,0.037,12.5,20.1,11.8,333.6,83,9.9,6,"Rain, Partially cloudy",24
10/21/22,382,73.1,69,0.006,8.33,28.9,15.6,341.3,72.9,9.9,6,"Rain, Partially cloudy",26
10/22/22,617,75.3,67.8,0,0,23,15.9,7.3,26.1,9.9,7,Partially cloudy,32
10/23/22,563,75.9,73.8,0,0,20.8,12.9,18.5,26.4,9.9,8,Partially cloudy,31
10/24/22,428,78.4,69,0,0,20.8,12.7,54.6,25.6,9.9,8,Partially cloudy,30
10/25/22,394,78,63.9,0,0,20.8,12.9,41.1,12.9,9.9,8,Clear,28
10/26/22,484,75.6,69.3,0,0,11.2,7.1,38,12.2,9.9,7,Clear,29
10/27/22,441,77.7,71.2,0,0,12.1,11.7,82.7,17.1,9.9,7,Clear,30
10/28/22,584,79.4,68,0,0,21.3,12.8,58.9,16.2,9.9,8,Clear,31
10/29/22,633,80.8,70.7,0.014,4.17,24.6,16.4,57.6,34.7,9.8,7,"Rain, Partially cloudy",34
10/30/22,649,80.7,69.1,0,0,24.2,13.4,67.8,33.3,9.9,8,Partially cloudy,34
10/31/22,365,81,81,0.084,12.5,15.2,13.1,100,40,9.9,7,"Rain, Partially cloudy",25
11/1/22,379,82,82.5,0,0,17.7,11.7,107.3,28,9.9,8,Partially cloudy,25
11/2/22,433,81.9,81.2,0,0,18.3,14,76.3,32.5,9.9,6,Partially cloudy,29
11/3/22,360,80.7,75.4,0.019,4.17,23,11.5,55.5,33.3,9.9,6,"Rain, Partially cloudy",25
11/4/22,535,76.9,75.7,0.005,4.17,25.2,16.3,25.4,35.5,9.9,8,"Rain, Partially cloudy",30
11/5/22,492,78.6,74.2,0.002,4.17,22.8,13.9,72.4,45.5,9.9,6,"Rain, Partially cloudy",29
11/6/22,293,78.9,80.2,0.132,41.67,29.9,17.8,72,48.4,9.7,6,"Rain, Partially cloudy",21
11/7/22,266,79.4,68.5,0.16,20.83,28.9,19.7,41.2,53.5,9.8,5,"Rain, Partially cloudy",25
11/8/22,189,76.3,76.2,0.384,29.17,34.8,18.7,3.9,72.9,9.2,6,"Rain, Partially cloudy",18
11/10/22,265,76.9,82.5,0.121,12.5,33.5,23,212.2,62.4,9.7,6,"Rain, Partially cloudy",21
11/11/22,397,78.9,80.8,0.03,12.5,23.3,12,192.7,36.8,9.8,7,"Rain, Partially cloudy",25
11/12/22,456,77.2,84.2,0.022,8.33,15.7,11,155.2,41,9.2,6,"Rain, Partially cloudy",29
11/13/22,439,77.5,76.1,0,0,14.5,7.6,26.3,12.2,9.9,7,Clear,28
11/14/22,315,77.6,76.1,0.004,8.33,19.7,11.2,63.9,21.5,9.9,5,"Rain, Partially cloudy",26
11/15/22,308,79.3,75.5,0,0,20.8,11.3,114.2,18.9,9.9,7,Clear,26
11/16/22,391,77.5,83.5,0,0,10.7,9.8,128.9,28.5,9.7,7,Partially cloudy,27
11/17/22,306,74.2,78.2,0,0,25.9,14.8,349,82.1,9.7,5,Partially cloudy,25
11/18/22,395,72.4,71.5,0,0,25.9,13.7,14.9,83.2,9.9,6,Partially cloudy,27
11/19/22,520,75.6,70.4,0,0,24.2,18,37.1,72.4,9.9,4,Partially cloudy,31
11/20/22,29,74,86.9,0.366,58.33,32.4,19.2,40.9,99.8,7.4,1,"Rain, Overcast",10
11/21/22,126,75.8,85.9,0.11,33.33,28.7,17.9,64.7,92.4,9.6,3,"Rain, Overcast",15
11/22/22,235,76.5,89.1,0.027,20.83,16.1,8.9,73.4,61.7,9.8,4,"Rain, Partially cloudy",17
11/23/22,449,76.1,87.1,0,0,10.7,7.7,28.9,58.6,8.1,5,Partially cloudy,28
11/25/22,356,81,79.9,0.032,8.33,13.9,9.6,138.1,44.2,9.9,6,"Rain, Partially cloudy",26
11/26/22,506,79.4,81.4,0,0,16.3,12,108.8,13.1,9.9,5,Clear,30
11/27/22,503,81.3,75.6,0,0,21.9,12.8,207,26.8,9.9,6,Partially cloudy,30
11/28/22,331,77.3,80.7,0,0,20.8,12.5,352.6,33.4,9.5,6,Partially cloudy,27
11/29/22,408,77.4,70.8,0,0,21.9,14.2,61.3,23,9.9,7,Partially cloudy,29
11/30/22,302,80.2,77.5,0.016,8.33,17.7,14.4,106.7,43.7,9.9,6,"Rain, Partially cloudy",26
12/1/22,254,77.3,80.3,0.086,12.5,28.9,18.1,29.1,66.5,9.3,5,"Rain, Partially cloudy",24
1/2/23,632,75.9,80.2,0,0,20.8,14.5,78.5,32.9,9.9,6,Partially cloudy,33
1/3/23,411,77.9,77,0,0,24.2,15.3,123.7,40.1,9.9,5,Partially cloudy,27
1/4/23,493,78.9,76.5,0,0,23,14.8,150.3,23.6,9.9,5,Partially cloudy,29
1/5/23,442,77.3,77.3,0,0,15.4,10.9,178.1,18.6,9.9,7,Clear,29
1/6/23,558,70.1,62.4,0,0,22.8,13.3,354,11.6,9.9,6,Clear,30
1/7/23,682,68.8,60.5,0,0,19.4,12.4,25.3,25.7,9.9,7,Partially cloudy,33
1/8/23,604,72.6,66.7,0,0,20.4,13.1,82.3,47.2,9.9,5,Partially cloudy,33
1/9/23,457,70.5,75,0,0,19.9,14.8,319.7,9.8,9.9,7,Clear,31
1/10/23,409,68.6,66,0,0,19.1,10,292.5,4,9.9,7,Clear,28
1/11/23,470,64.7,69.8,0,0,13.9,10.8,5.4,3.9,9.9,7,Clear,29
1/12/23,414,69.2,71.3,0,0,18.8,11.7,149.7,17.1,9.9,7,Clear,27
1/13/23,368,67.3,71.5,0.044,8.33,33.1,19.4,256.8,22.6,9.9,5,Clear,26
1/14/23,616,53.2,56.6,0,0,30.6,18.3,303.7,4,9.9,7,Clear,33
1/15/23,501,52.1,56.5,0,0,20.8,9.5,318.2,1.8,9.9,7,Clear,30
1/16/23,528,58.1,59.5,0,0,11.2,8,28.2,1.9,9.9,7,Clear,30
1/17/23,395,64,68.4,0,0,21.9,12.2,156.5,17.9,9.9,7,Clear,26
1/18/23,401,68.7,73.4,0,0,23,13.5,134.9,36.3,9.9,7,Partially cloudy,29
1/19/23,391,75,63.3,0,0,20.1,13.2,160.5,17.5,9.9,7,Clear,28
1/20/23,475,73.9,73.5,0,0,13.6,9.3,186.4,37,9.9,5,Partially cloudy,29
1/21/23,652,74.3,73.8,0,0,14.8,10.9,138.7,24.3,9.9,5,Partially cloudy,31
1/22/23,573,77.7,70,0,0,29.8,16.2,165,23.5,9.9,5,Partially cloudy,30
1/23/23,406,75.1,78,0,0,21.9,16.6,266,37.2,9.9,6,Partially cloudy,29
1/24/23,395,73.8,71.9,0.042,4.17,24.8,14.2,75.7,86.1,9.9,5,"Rain, Partially cloudy",26
1/25/23,493,77.8,74.2,0,0,28.3,18.3,147.8,39.9,9.9,6,Partially cloudy,29
1/26/23,357,72.9,78.7,0.016,4.17,19,10.3,306.2,46.7,9.9,7,"Rain, Partially cloudy",26
1/27/23,402,66,70.3,0.005,4.17,24.4,11.8,343.2,91.5,9.8,2,"Rain, Overcast",29
1/28/23,596,72.8,72,0,0,26.4,18.2,65.3,94.6,9.9,5,Overcast,31
1/29/23,694,76.5,71.4,0.013,4.17,26.4,16.9,90.4,52.6,9.8,6,"Rain, Partially cloudy",33
1/30/23,443,77.7,74,0,0,19.7,12.9,119,31.9,9.9,6,Partially cloudy,26
1/31/23,449,77.6,70.1,0,0,20.8,12.5,129.5,29.9,9.9,7,Partially cloudy,29
2/1/23,461,75.9,76.3,0,0,15,11.1,128.5,16.2,9.9,5,Clear,29
2/2/23,428,75.6,77.9,0,0,18.6,13.8,145.8,26.9,9.9,7,Partially cloudy,29
2/3/23,520,75.2,74.3,0,0,25.5,12.8,287.1,23.3,9.5,7,Partially cloudy,30
2/4/23,368,71.3,76.2,0.067,25,32.3,22,46.9,94.7,9.7,4,"Rain, Overcast",29
2/5/23,231,73.2,84.2,1.388,54.17,32.2,19.3,89.4,78.4,8.1,5,"Rain, Partially cloudy",27
2/6/23,344,72.7,71,0,0,23.7,15.2,28.8,58.6,9.9,6,Partially cloudy,25
2/7/23,279,73.9,60.2,0,0,25.3,17.2,78.2,44.5,9.9,9,Partially cloudy,26
2/8/23,355,75.9,55.5,0,0,27.7,17.5,100.3,71.1,9.9,7,Partially cloudy,27
2/9/23,308,77.1,71.2,0,0,25.9,18.5,121.3,57.4,9.9,6,Partially cloudy,28
2/10/23,434,77.6,70.3,0,0,27.7,15.8,138.4,34.4,9.9,8,Partially cloudy,30
2/11/23,626,78,77.4,0,0,27.7,15.6,154.4,25.1,9.9,8,Partially cloudy,52
2/12/23,579,72.4,68,0.003,8.33,31.6,21,255.4,55.3,9.9,6,"Rain, Partially cloudy",51
2/13/23,395,64,57.4,0,0,28.1,17.3,306.6,13.1,9.8,8,Clear,28
2/14/23,334,66.8,64.9,0,0,20.8,13.2,100.7,27.5,9.9,7,Partially cloudy,29
2/15/23,398,75.6,60.8,0,0,26.4,19.2,120.5,47,9.9,7,Partially cloudy,29
2/16/23,387,77.2,66.6,0,0,27.7,17.9,124.7,34.3,9.9,7,Partially cloudy,27
2/17/23,368,76.8,81.4,0.089,16.67,23.3,13.6,164.5,74.2,9.8,4,"Rain, Partially cloudy",27
2/18/23,596,73.6,82.1,0,0,28.6,15.3,25.6,72.9,9.5,7,Partially cloudy,50
2/19/23,649,77.4,73.7,0,0,16.6,12.1,118.8,36.4,9.9,7,Partially cloudy,47
2/20/23,611,77,71.9,0,0,19.9,12.6,200.7,32.3,9.9,8,Partially cloudy,52
2/21/23,476,76.6,73.2,0,0,19,12.6,199.1,27.5,9.9,8,Partially cloudy,27
2/22/23,553,76.8,75,0,0,23.7,15.2,146.4,28.4,9.9,9,Partially cloudy,35
2/23/23,484,78.6,71.1,0,0,23.5,13.4,135.7,23.3,9.9,6,Partially cloudy,30
2/24/23,634,76.5,73.5,0,0,19.7,10.1,83.4,18.2,9.9,7,Clear,36
2/25/23,792,75.8,71.3,0,0,16.1,10.8,114.6,20.8,9.9,10,Partially cloudy,46
2/26/23,798,75.9,70,0,0,17.4,10.9,187.2,9.2,9.9,8,Clear,38
2/27/23,670,76,66.2,0,0,26.4,15.7,210.4,8.1,9.9,8,Clear,35
2/28/23,568,77.1,61.4,0,0,24.2,13.7,246.7,1.7,9.9,8,Clear,30
3/1/23,674,74.1,68.7,0,0,18.1,12.2,146.8,2.7,9.6,9,Clear,39
3/2/23,590,75.7,67.4,0,0,24.2,15.9,150.3,14.5,9.9,9,Clear,34
3/3/23,667,80.2,68.2,0,0,30.8,20.4,162.7,27.1,9.9,9,Partially cloudy,36
3/4/23,818,81.3,65.2,0,0,22.4,15.2,231.7,30.2,9.9,7,Partially cloudy,53
3/5/23,829,77.3,68.1,0,0,17.7,10.9,84.9,2.7,9.9,8,Clear,51
3/6/23,611,79.3,71.3,0,0,19.7,11.3,174.2,24.2,9.9,8,Partially cloudy,35
3/7/23,536,78.7,75.7,0,0,16.1,10.6,62.3,35.3,9.8,8,Partially cloudy,30
3/8/23,632,78.4,68.9,0,0,24.2,16.4,34.3,28.5,9.9,8,Partially cloudy,36
3/9/23,628,75.3,57.3,0,0,22.8,13.7,71.5,36,9.9,9,Partially cloudy,35
3/10/23,733,74.7,59.1,0,0,24.2,17.5,140.9,20.1,9.9,9,Partially cloudy,40
3/11/23,834,77.2,65.5,0,0,26.4,14.8,282,37.6,9.9,8,Partially cloudy,50
3/12/23,794,77.2,67.8,0,0,22.1,15.8,173.8,16.4,9.9,7,Clear,48
3/13/23,677,79.5,69.2,0,0,29.9,20.9,240.4,20.8,9.9,8,Partially cloudy,45
3/14/23,596,75,72.2,0,0,23,13.1,3.4,43.9,9.8,5,Partially cloudy,36
3/15/23,471,69.4,62.6,0,0,23.3,14.8,16.9,41.1,9.9,6,Partially cloudy,30
3/16/23,635,69.4,57.1,0,0,26.4,15.4,70.7,60.9,9.9,7,Partially cloudy,36
3/17/23,722,74.5,52.8,0,0,25.5,17,140.6,30.8,9.9,8,Partially cloudy,41
3/18/23,811,76.8,63.5,0,0,26.8,15.4,174.8,22.5,9.9,8,Partially cloudy,52
3/19/23,633,72.7,74.5,0,0,27.5,12.5,5.5,51.4,9.9,8,Partially cloudy,32
3/20/23,325,65.9,75.5,0.142,37.5,24.8,14.9,351.7,89.7,9.8,7,"Rain, Partially cloudy",26
3/21/23,417,69.6,64.4,0,0,21.9,14.7,49,46.9,9.9,8,Partially cloudy,30
3/22/23,451,75.4,60,0,0,26.2,17.4,88.4,52.4,9.9,7,Partially cloudy,28
3/23/23,395,76.4,61.7,0.005,4.17,23.3,15.8,82.3,46.7,9.9,10,"Rain, Partially cloudy",29
3/24/23,529,77.5,69,0,0,22.8,15.9,126.1,36.1,9.9,8,Partially cloudy,30
3/25/23,623,79.6,72.8,0,0,27.7,16.1,154.3,29.8,9.9,8,Partially cloudy,33
3/26/23,631,80,72.8,0,0,26.4,15.9,138.7,27.4,9.9,10,Partially cloudy,34
3/27/23,440,80.2,72.4,0.008,8.33,25.2,16.7,148.6,35,9.9,8,"Rain, Partially cloudy",29
3/28/23,262,78.2,80.3,0.753,16.67,35.6,15.6,171.9,73.2,9.4,9,"Rain, Partially cloudy",25
3/29/23,295,75.6,84.8,0.261,29.17,16.3,11.1,15.4,49.1,9.2,9,"Rain, Partially cloudy",26
3/30/23,206,74.9,78.4,0.186,29.17,26.8,16.2,54.5,76.2,9.7,8,"Rain, Partially cloudy",24
3/31/23,438,77.7,59.7,0,0,26.4,21,99.4,40.6,9.9,8,Partially cloudy,29
4/1/23,492,80.2,70.7,0.013,8.33,25.3,16.6,146.1,48.6,9.9,8,"Rain, Partially cloudy",30
4/2/23,472,78.9,76.9,0,0,17,11.3,206,32.6,9.8,10,Partially cloudy,29
4/3/23,346,80.5,70.7,0,0,21.5,15.1,145.1,20.8,9.9,9,Partially cloudy,37
4/4/23,354,80.9,70.2,0,0,21.3,13.1,118.9,19.8,9.9,10,Clear,28
4/5/23,432,80.8,65.8,0,0,26.4,17.6,102.2,30.7,9.9,9,Partially cloudy,30
4/6/23,360,80.6,65.6,0,0,26.6,17.2,99.1,20.9,9.9,8,Partially cloudy,27
4/7/23,449,79.9,63.4,0,0,23.5,15.2,95.8,23.5,9.9,10,Partially cloudy,30
